,Папка,Image,Предсказанный класс,Вероятность предсказания
86,other/,016e0402-18b7-4998-8a46-b106692c2f28.jpg,other,100.0
87,other/,ec425ca2-c038-487f-a26c-1278d6e18235.png,other,100.0
88,other/,786edc4c-41be-4585-ae5d-8de6786155f9.jpg,other,99.91
89,other/,56b895dc-e1f2-4a51-8501-84a9ec406285.png,other,100.0
90,other/,d2878bc2-490a-41a4-9812-124502c23af3.png,other,100.0
91,other/,33767d26-8a9c-4115-9bd5-1ef509928dbf.png,other,100.0
92,other/,4b6d2125-1bd1-4b86-b882-21983b50b7fd.jpg,other,99.98
93,other/,66e310c1-0bb0-419e-ad34-5ed4c5771ce6.png,other,100.0
94,other/,e1b10e9a-258f-40d3-93f6-9cc07c6c63dd.jpg,other,100.0
95,other/,b09828c1-c77c-4d22-b43d-a795a024a1f1.jpg,other,100.0
96,other/,dbda3d2b-3914-441e-a948-a2f408f60c40.jpg,other,100.0
97,other/,1d6613c1-0af9-4f03-87a8-f932684a372f.png,other,100.0
98,other/,d55c94f9-8894-4561-834e-41b68e67d3e0.jpg,other,100.0
99,other/,1cd7b752-97e8-4b7c-af86-68ad75fddf9d.jpg,other,100.0
100,other/,3b62d68d-e43b-497d-b6a3-caa78dee7c64.png,other,99.99
101,other/,9366c4b0-a85f-43f2-addd-d829e7ad00a2.jpg,other,100.0
102,other/,c3d4b389-8109-4cea-bbfc-070622849404.jpg,other,100.0
103,other/,1dfdc387-2fff-453d-ad2f-4f9e6509a0e0.png,other,100.0
104,other/,9e29c41d-e00b-4dda-9b12-ce81827c0119.png,other,100.0
105,other/,916a3898-6ec8-40bb-bee8-af8885f57927.jpg,other,100.0
106,other/,fe432e62-4764-4333-a794-eb1972af7528.png,other,99.99
107,other/,9d993d6c-7584-42d7-abb8-2dbb58afa11a.png,other,100.0
108,other/,518d685d-0f47-4d84-9260-e7930df616b1.jpg,other,100.0
109,other/,a3f9ed08-1e4a-4801-b7d5-f175d2b04579.jpg,other,100.0
110,other/,6a5fe27e-86a6-44e6-b296-fd01d54ef3ec.png,other,99.91
111,other/,d24078db-7d94-4c97-b0d2-48cb4a644122.jpg,other,100.0
112,other/,228cfc2f-09d7-42b6-bfaa-6edd23d3e918.jpg,other,100.0
113,other/,9cc19821-3265-4aa3-8f00-65636ebec163.jpg,other,100.0
114,other/,03883157-0184-4b95-b018-c5126905ec5c.jpg,other,100.0
115,other/,fa98362f-0743-468f-9e7b-0c9e258eadb2.png,other,100.0
116,other/,5e9c4cf3-60ce-4e62-be2d-1e85558a72eb.jpg,other,100.0
117,other/,a112ba73-4033-4606-b419-611eb4a67e51.png,other,99.99
118,other/,3197c1ae-cb76-4cbf-b39e-31fb851bdc88.jpg,other,100.0
119,other/,08ff737b-0355-4556-a9f7-f32f3f607807.jpg,other,100.0
120,other/,79bc8a69-c45f-4aba-932c-9ae11e4fa7e2.png,other,100.0
121,other/,178b0ca6-f139-4649-9719-28e41da72364.png,other,100.0
122,other/,831d639e-4d80-4e0e-94fc-676562dceb67.jpg,other,99.99
123,other/,149837f1-6915-4d5d-8b18-037e7ea210f5.jpg,other,100.0
124,other/,58a5ffa0-f88c-4e76-90fe-2bd16c00d57a.jpg,other,100.0
125,other/,741f3108-27f9-4c80-ba78-d0e68bdec044.jpg,other,100.0
126,other/,0880088e-6889-4564-b2af-edb7bc976823.jpg,other,99.99
127,other/,12f286f4-b177-4ea5-8183-2750ad9c943d.png,other,100.0
128,other/,1389f93e-b5c0-4bf7-85d4-6017f117440b.jpg,other,100.0
129,other/,9f8fdcad-1be8-48bc-8015-357304501af1.png,other,100.0
130,other/,ebc10e0d-59af-4fde-8153-cf43231edb6a.png,other,100.0
131,other/,dc3c4366-852b-48eb-9b4e-0f407c949509.png,other,100.0
132,other/,00fb9762-663d-4051-bc02-3d1e559a7a75.jpg,other,100.0
133,other/,f354b0a5-dec4-4c46-8529-a413135f40ec.jpg,other,100.0
134,other/,d6379567-134f-4944-b541-258963179466.png,other,100.0
135,other/,6cb2a2db-c87d-416a-82b3-54802bbff916.png,other,100.0
136,other/,48f9a57c-4a2c-4b82-b2cc-7db963c66266.png,other,100.0
137,other/,ac8591b7-6f45-4b37-87f6-f8166d6d0fab.png,other,100.0
138,other/,217a1bb8-754f-4e6b-8994-3e5affac0d69.png,other,100.0
139,other/,c46eddc8-906c-48da-8f84-16899615782b.jpg,other,100.0
140,other/,1a407c0f-c9cb-409f-a3d7-1938eb46dc0a.png,other,99.98
141,other/,4888ea4d-90b4-4389-8a97-75b670340112.jpg,other,100.0
142,other/,c3de1477-d7a2-4440-96d1-bcb8194fb762.jpg,other,100.0
143,other/,d57b165f-cf47-4a5b-b361-4294c1bff9bc.png,other,100.0
144,other/,956caeb6-a1b6-4ae2-a848-97abf55936f1.png,other,100.0
145,other/,88e80c83-70b0-43b0-927d-ba00d6f5955c.png,other,100.0
146,other/,89dd5ec3-ec4d-43b0-b4d0-574c6b30e8b7.png,other,100.0
147,other/,2f37da55-5b9f-4391-9a4f-4bfaa8843d59.jpg,other,99.97
148,other/,38b2ca5f-9795-47c8-b59e-80fd3501a94c.png,other,99.94
149,other/,97d2e09e-eec6-488b-a532-9b392d0da4f2.png,other,99.1
150,other/,6efc4246-c40a-4373-b57b-479965a2c366.png,other,100.0
151,other/,13dae991-55ed-4906-8d97-29cc5e975430.png,other,97.15
152,other/,acb71db5-17bc-4509-9692-9324a3a1c9a9.png,other,99.99
153,other/,70efb0fb-43fa-466f-a122-3bea757fe674.jpg,other,100.0
154,other/,bb52aa8f-6a9e-445b-9a87-938c00364a0a.jpg,other,100.0
155,other/,f82bd7c2-3e5b-4b3a-bfa4-230d41ab691f.png,other,99.97
156,other/,3212a968-b2ff-4117-8129-2c93c4e31514.png,other,100.0
157,other/,c2f725f0-6ccf-46c6-aa2e-b9f94f4358ff.jpg,other,100.0
158,other/,fa34cb56-7b37-4e68-8bdd-ab4deb6b500c.png,other,99.99
159,other/,2dcb1b10-ed93-4859-8310-5df17bcac55c.png,other,100.0
160,other/,ef077278-d58f-4446-99c6-f65f05e527b9.jpg,other,100.0
161,other/,be9b2fa4-aef6-4e56-b9a9-920aae199ae5.png,other,100.0
162,other/,b8041223-3d60-4fae-94f1-45646d68e395.png,other,100.0
163,other/,97622093-f485-4feb-ac64-e237b0664a77.jpg,other,100.0
164,other/,a209e3ac-d06f-4323-b6e5-9a3fb310e35d.png,other,100.0
165,other/,5b585b47-f431-4342-a8bf-73feacdc42fb.png,other,100.0
166,other/,ac1f4606-51c5-4263-934d-cc62980a0f69.jpg,other,100.0
167,other/,ea621aa5-dde3-4f9d-abd4-5060159e2ab9.jpg,other,100.0
168,other/,7f1c215e-12aa-4f19-8b40-3034a5cd4015.jpg,other,100.0
169,other/,8c5fe0b9-32e2-4155-b2d7-26e04ad0f14e.png,other,100.0
170,other/,61f0602e-847d-4976-8d50-d8aab715939a.jpg,other,100.0
171,other/,b713b59f-3583-46bb-ba28-9468b7987341.jpg,other,99.99
172,other/,194d54ba-bf56-4b36-9318-f9e0317dbc17.jpg,other,100.0
173,other/,785618d8-0d94-4238-b155-9fccd70c7d1d.jpg,other,100.0
174,other/,09e7102b-a14b-42be-a3cd-5aa419e08d08.jpg,other,99.97
175,other/,88baca60-9118-491d-adad-e32016d411b1.png,other,100.0
176,other/,bbc8f54d-18c3-4d16-8aaf-182d36e981f0.png,other,100.0
177,other/,a2c2e26f-5f58-4624-93d9-ef400796cd94.jpg,other,100.0
178,other/,010b0c2d-00c9-41bf-a68b-54cddf235957.jpg,other,100.0
179,other/,f4d91293-a9ab-45f8-a8f9-072c339fdc26.jpg,other,100.0
180,other/,0feead65-1fbc-4139-bd4c-5faee4f60d38.png,other,99.98
181,other/,76c20b77-f4e6-4b3c-9e1a-33b50583bbff.jpg,other,100.0
182,other/,893882c4-a35a-41f8-b242-f01d29f944cb.png,other,99.95
183,other/,13beb4ea-1899-4e35-9c0d-51f86467462c.png,other,100.0
184,other/,15ac2ed6-592c-4d7e-b38f-a63365bac313.png,other,100.0
185,other/,fbcf4da6-f265-4bb0-ac59-e731855f95af.png,other,99.94
186,other/,7e5c5187-9386-4535-a95b-7571fabf50cf.png,other,100.0
187,other/,f8627df5-5959-42b4-b097-b40b0b8019cd.png,other,100.0
188,other/,7d84df73-654d-48fa-9ceb-a84ba9cbe646.png,other,100.0
189,other/,0de98503-5201-4da4-abde-33fc3649514b.png,other,98.9
190,other/,9571dda1-6f52-4807-95e0-dae192052386.png,other,98.16
191,other/,df69fd6e-6f3b-4289-8fa9-159fd9903df0.jpg,other,100.0
192,other/,234e5d47-e44c-4df5-b5c4-41a3021b9358.png,other,100.0
193,other/,c766249e-248b-4b37-98d4-245c5101956c.png,other,100.0
194,other/,cf54bfbe-f2dc-4766-9123-4fe3c2d21e71.jpg,other,100.0
195,other/,6dbb61ed-f75a-4de5-aba5-5e4e5525e184.png,other,100.0
196,other/,eeb709cd-b4cb-4d97-b4f5-abd004ea02ad.png,other,100.0
197,other/,88adbb89-bc68-43fd-829d-59689db1fb42.png,other,88.51
198,other/,9436f480-b106-48c6-97e6-97fb33188c07.png,other,100.0
199,other/,5f03d194-a316-4ccf-bd2a-b4574a2a9f9a.jpg,other,100.0
200,other/,986e97b5-b414-4d6d-aa55-90598ae46655.jpg,other,100.0
201,other/,315a09d1-98ee-46af-a3a8-9644f9af2c85.jpg,other,100.0
202,other/,a8ab16db-7ba0-4c8f-a6fe-4cb96f1a5108.jpg,other,100.0
203,other/,c7d5c333-8c94-4473-b9a8-ad951b248308.png,other,100.0
204,other/,52e30bdb-e03c-4f1d-b564-dccda5318ba3.jpg,other,100.0
205,other/,fd8ea419-ee6d-4488-bab9-3ef27afe5ffb.jpg,other,100.0
206,other/,76154984-4cfb-49d0-be61-dd332b74cec6.jpg,other,100.0
207,other/,89888aea-bc6d-427b-a710-07de319eb941.jpg,other,100.0
208,other/,6641e8ff-39f8-4f65-b7a4-c75642b6cde3.png,other,100.0
209,other/,4f5ea629-b4db-4a39-88d8-de8d90feb349.png,other,100.0
210,other/,a7ef313b-15f7-4392-a376-9890e8fc452a.jpg,other,100.0
211,other/,d94f1d14-f951-42c7-b5cc-7d223e8a923b.jpg,other,99.87
212,other/,b8d9231e-e00a-411e-86cb-aa083c2fb780.png,other,100.0
213,other/,6b846436-f5fb-4a27-a20c-df6b037f4623.jpg,other,100.0
214,other/,c0286d86-a551-49b2-a4b6-13c19334952d.jpg,other,100.0
215,other/,8cab9b48-d00e-4769-8ba3-0a6714789ca3.png,other,99.63
216,other/,2eb1563d-dd06-4e61-926c-cdd2d96e4276.jpg,other,100.0
217,other/,d846734d-31ff-4dcb-bf5e-19287f9edea7.jpg,other,100.0
218,other/,8e46f7fe-167e-4680-aa3e-95d924edd054.jpg,other,100.0
219,other/,7af60d6a-6d59-4c99-a42b-4362ae73f082.png,other,100.0
220,other/,4efa5a8e-c405-462d-b395-d3aff30435c2.png,other,100.0
221,other/,8ba7c3d7-5198-4c42-abe9-b8252dab0e81.png,other,100.0
222,other/,c104e2fc-50ca-459d-bc38-64e4648b98ad.jpg,other,100.0
223,other/,f7f751fd-1987-4346-aaf3-b2ee5376bc36.png,other,100.0
224,other/,055dfa25-24fc-499a-8eb2-c76757202834.png,other,100.0
225,other/,be381fe1-4a3e-437f-bbbe-a66bf82aca69.png,other,100.0
226,other/,9eb44f53-2759-4749-b920-9c5820689030.jpg,other,100.0
227,other/,2588c8a3-9487-47a9-bce0-b7f3d9d22ed9.jpg,other,100.0
228,other/,148d6183-6f92-41b9-ae7f-5d7d4e85536c.jpg,other,100.0
229,other/,6ae6ad83-6c5e-45d3-b463-d2fe8fecb53d.jpg,other,100.0
230,other/,cc9029c6-c916-4d7c-81d7-364cc0d89ff8.jpg,other,100.0
231,other/,2a58faa2-b0f9-4bb3-aa24-c94bd7df9243.jpg,other,100.0
232,other/,9b588f38-70d9-480d-8c34-272098ab2066.jpg,other,100.0
233,other/,07aefad9-3397-4d83-8c84-0b22445cc00e.png,other,83.83
234,other/,a3c9f456-8a3d-4b9b-8781-27346fb22b67.jpg,other,100.0
235,other/,f1fece9f-7610-48b4-9855-eb107258fcd6.jpg,other,99.94
236,other/,dbd86ceb-5ea0-4ae1-8d9b-310abe473b8d.png,other,99.98
237,other/,db19c7de-8957-405b-8555-b2a3c582a356.png,other,100.0
238,other/,a2a24e17-cb1c-452b-a10c-48bb0c8c94f6.png,other,100.0
239,other/,4df68365-5f25-405d-9b4c-129e5a81edd5.jpg,other,100.0
240,other/,5db05aa2-dcd3-459a-9b60-e6852c4a1349.png,other,99.98
241,other/,8a26e3c5-7057-47fa-8cf7-a72363911757.png,other,100.0
242,other/,8e4b483f-7887-4261-b78f-f7b88cfac15d.jpg,other,100.0
243,other/,f271492e-a0a7-4167-965c-a75c3c18d802.jpg,other,100.0
244,other/,aa0d6138-5f4f-430e-b37a-284a95d4b038.png,other,100.0
245,other/,f077bb6f-7dac-4524-8c2c-a001dbde7a4d.png,other,100.0
246,other/,172e733f-ed97-4681-8d3b-07011975d5aa.jpg,other,100.0
247,other/,2b28180a-241c-499f-9d45-05e61b0a248c.jpg,other,100.0
248,other/,340bf1b4-14db-4e92-9388-b874e4f40721.jpg,other,100.0
249,other/,d11fad8d-2204-4e35-8b56-2057944ac169.jpg,other,100.0
250,other/,0bcd6546-0e09-47bd-8cde-e98307edf112.jpg,other,100.0
251,other/,46934cec-fc69-4aee-ae79-9af4a79e6388.jpg,other,100.0
252,other/,2a1316c7-9cd3-4a10-8745-ba013ee67772.jpg,other,100.0
253,other/,bd92c277-4971-4aa1-a215-8babe1cf2380.jpg,other,100.0
254,other/,649b4d1a-88e1-4742-8232-8b7bb965d4d3.png,other,100.0
255,other/,485908a8-2780-4d6b-bfcc-2b567df54625.png,other,100.0
256,other/,107c1230-f7f7-46f4-bcdb-a660bf21b69a.jpg,other,100.0
257,other/,4d2516d1-790a-4e5a-a79a-d7fe8d266f6e.jpg,other,100.0
258,other/,3dbb00e3-38f7-4938-84c5-2ee841753012.png,other,100.0
259,other/,a146cc5f-0d52-4da4-8cdf-4bb7cc9bb887.jpg,other,100.0
260,other/,0c403178-9c51-4ff7-9235-068d6a56e239.jpg,other,99.99
261,other/,f65f5434-e569-4bd1-b086-89b2e9655657.png,other,99.91
262,other/,3ea7eb79-75d8-44ce-b3e4-878f70dfbfd2.jpg,other,100.0
263,other/,f6e4b91a-84d5-4738-b932-4fbfd9147b3a.png,other,99.98
264,other/,f0ec93d6-3462-4b22-a191-85b4d4e8bb57.png,other,100.0
265,other/,e0e81744-0495-45aa-8e8e-1fe8f7a4ce27.jpg,other,100.0
266,other/,8982efb3-2ae3-4d9c-8531-17a1c0a20151.jpg,other,100.0
267,other/,0c28ecd1-4013-40de-874d-a8b42dfb7cf2.jpg,other,100.0
268,other/,c762159a-793e-4171-8e98-e83108ee37eb.jpg,other,100.0
269,other/,794c7d1a-5815-4586-9b75-93edd41b0bf1.png,other,100.0
270,other/,bf061366-2a0d-454c-86a1-67f4bf2fad76.png,other,100.0
271,other/,8a00551f-547c-43e1-bfa7-ab35d0c4d3b9.png,other,100.0
272,other/,09a3306f-f452-4feb-884a-2330e57256fe.png,other,99.96
273,other/,8841e5fc-9775-40a7-9ca2-905c641e7837.png,other,100.0
274,other/,0bb737f6-f0f9-499a-9fb2-6d76d9cde30e.jpg,other,100.0
275,other/,2c620ad1-082d-409a-9afc-9b34b9046215.png,other,100.0
276,other/,f648734c-5b3d-4c0c-9425-56e102096ade.png,other,100.0
277,other/,28bffe8b-d848-49b1-a7f7-f81b9a7f15c1.jpg,other,100.0
278,other/,860bc8ed-7f7f-48b5-a73d-02e2ef7a6a53.jpg,other,100.0
279,other/,15cc7ee8-0e9d-4f83-97ba-5603e6912170.jpg,other,100.0
280,other/,b3e6c734-4722-42f1-bae0-e405dfc8d480.jpg,other,100.0
281,other/,86eb2616-7183-4b5f-ba4b-d5301cff85f5.jpg,other,100.0
282,other/,d7c98a91-4f7f-47af-98c6-bce79be59a74.jpg,other,100.0
283,other/,fe9c3985-a7f0-4c40-bc2c-7527795afc5c.png,other,100.0
284,other/,1ea9881f-b4e2-4814-9b64-9fc5bb0dcfc4.jpg,other,100.0
285,other/,1ced99c5-1b76-46cc-8d34-c541003c47ba.png,other,99.99
286,other/,7969f230-8752-49e3-9c21-5ea47daf9b4b.png,other,100.0
287,other/,55c351da-0f25-4daf-838a-2e30e41d2286.png,other,100.0
288,other/,c8d8597c-bb9e-4e0d-8eb1-22de5b09a565.jpg,other,100.0
289,other/,48c4b30c-712e-48b3-addd-840908bc6588.png,other,100.0
290,other/,75d3f54f-31a5-4d8e-871e-f68b9a08ea3a.png,other,100.0
291,other/,ac9735ab-f18c-4d95-9ae4-17dcfb04eeeb.jpg,other,100.0
292,other/,590473d2-6cc1-4914-ad9d-c30f5db73d1c.jpg,other,100.0
293,other/,7df80a52-3da0-402f-9167-e3a4db44d6d3.png,other,100.0
294,other/,d7aa6646-11d3-4745-b7de-690f065acaac.png,other,100.0
295,other/,ced62a8a-a258-4d31-9237-80a09551206e.png,other,100.0
296,other/,60700593-03c4-40d4-8d6b-009e9e38c883.png,other,100.0
297,other/,02616940-cd01-40e0-ab72-0cf2d36ba458.png,other,100.0
298,other/,a1eb03c9-5149-4ea2-a97d-30db099bf4b7.jpg,other,100.0
299,other/,cf9c7a84-6d08-4186-8525-3d9d5a6c4d26.png,other,99.98
300,other/,f1b4eced-4605-443c-8f5b-0f37e7248d41.png,other,99.98
301,other/,6bfdeb55-2904-4e04-92ce-6d7c1663c8ad.jpg,other,99.99
302,other/,88f33d32-29f8-455c-a733-463a6f430fc9.png,other,100.0
303,other/,dc23dee3-4ee9-494d-8b0c-06168186065c.png,other,100.0
304,other/,6099b62b-25a5-4112-b514-7e40f5be9217.jpg,other,100.0
305,other/,aadbaa6d-9fe9-4d71-8ccc-5d4cedc704c4.jpg,other,100.0
306,other/,ebce36f7-7607-4073-8088-3166ac3849db.png,other,99.97
307,other/,57c7515a-d3af-4551-aba1-c966007151d4.png,other,99.97
308,other/,766b504d-cc65-4246-ba5d-84f149bb1cc3.png,other,100.0
309,other/,9e68fc4c-fa74-4b4e-83ad-7b586b2126c5.jpg,other,100.0
310,other/,33f1d6ba-aa3d-4e2a-b577-957c6092c7fc.jpg,other,100.0
311,other/,5ac5d22a-ba7a-44ff-8a01-9718468bb83c.png,other,100.0
312,other/,23a77c55-abb0-456b-a308-1c95a09112e9.png,other,100.0
313,other/,8f62383f-cf7a-4513-8300-69e0d9da8833.jpg,other,99.99
314,other/,b14599e9-f2e0-4f04-a787-ddd8b6b03589.png,other,99.99
315,other/,8d1e0f8d-601b-4490-998c-d1216f78dc16.png,other,100.0
316,other/,c77cfff5-431f-4174-b7e0-b200375bc5b2.jpg,other,100.0
317,other/,da2413a1-d09a-4a7d-94a4-c35e09cd0750.jpg,other,100.0
318,other/,e84d10e4-160f-4390-bf0e-f9ffc2ed87ed.jpg,other,100.0
319,other/,92f97fef-ed02-49a3-9d52-bd4ddb92c48b.jpg,other,100.0
320,other/,d4d1a396-4c83-4b84-b9a8-546e584aa4ef.png,other,100.0
321,other/,2440319d-7137-41d4-acf0-c7e7baf3e870.jpg,other,100.0
322,other/,8687f42b-9cdd-46fd-8f82-1864a49f7e74.png,other,100.0
323,other/,10e4e8c8-641d-4b36-94fc-87c11636d517.png,other,100.0
324,other/,191a3cf4-7bde-4735-9390-a214eaefaaef.jpg,other,100.0
325,other/,3c02eabf-509c-40b3-a3ef-9513b6aeae7f.png,other,100.0
326,other/,df790f6a-150a-4197-8c36-00fbc74e7796.jpg,other,100.0
327,other/,fda33399-a262-4655-a8f3-9816c5310391.jpg,other,99.92
328,other/,38fe6524-a861-4b11-98d3-4cb5ce0ccfcd.jpg,other,100.0
329,other/,38f81732-ebe8-4629-9352-9f73a0db52bf.png,other,100.0
330,other/,f93c5f04-7b11-46b6-800c-ec3520ded44c.png,other,100.0
331,other/,ac4e9d30-5339-4ef1-98e9-d56dd25394bc.png,other,91.92
332,other/,fd424abe-e83e-4ce2-863d-3b94a2920653.jpg,other,100.0
333,other/,64ed403f-f222-407c-a4eb-df669dfe2fc7.jpg,other,100.0
334,other/,fdae74fb-2ba6-4f3a-b072-e7de1dda9b39.png,other,99.59
335,other/,9eaa7b86-2c71-43c3-91ab-663de4dfd5dd.jpg,other,100.0
336,other/,d78b5ca7-26c9-4781-b96a-deeb56d8760d.png,other,100.0
337,other/,ea83b128-e10d-403c-8e5d-5f4c787f9faa.png,other,99.99
338,other/,6a352984-e1d0-4a01-9c2f-dda8e7831473.jpg,other,100.0
